job_id,job_title,company,company_size,location,experience_level,work_arrangement,salary,required_skills,posting_date,date_posted
JOB_0509,Data Engineer,Insight Technologies,Startup (1-50),"Los Angeles, CA",Mid Level (3-5 years),Hybrid,99818.0,"Python, Java, Scala",2025-08-04,08/04/2025
JOB_0510,Data Engineer,Information Systems Inc,Medium (201-1000),"Atlanta, GA",Senior Level (6-10 years),Remote,163606.0,"Airflow, Hadoop, NoSQL, SQL",2025-06-15,06/15/2025
JOB_0511,Data Analyst,Intelligence Solutions,Startup (1-50),"Boston, MA",Mid Level (3-5 years),Hybrid,76783.0,"Tableau, Excel, R, Seaborn, SQL, Looker, Git",2024-09-15,09/15/2024
JOB_0512,Data Engineer,DataFlow Systems,Medium (201-1000),"Atlanta, GA",Senior Level (6-10 years),Hybrid,177815.0,"Hadoop, AWS, Python, GCP, PostgreSQL, Java",2025-03-23,03/23/2025
JOB_0513,Data Scientist,Analytics Hub,Startup (1-50),"Austin, TX",Lead Level (10+ years),On-site,120854.0,"Python, PyTorch, Jupyter, R, Power BI",2024-10-07,10/07/2024
JOB_0514,Data Analyst,Analytics First,Large (1001+),"Chicago, IL",Mid Level (3-5 years),On-site,50637.0,"Seaborn, Excel, Power BI, R, Python, SQL, Matplotlib",2025-04-30,04/30/2025
JOB_0515,Data Scientist,Data Science Corp,Medium (201-1000),"Boston, MA",Entry Level (0-2 years),Remote,126862.0,"TensorFlow, Python, Statistics, PyTorch",2025-05-19,05/19/2025
JOB_0516,Data Scientist,Digital Insights,Small (51-200),"Washington, DC",Senior Level (6-10 years),On-site,196494.0,"Python, Statistics, NumPy, R",2024-11-19,11/19/2024
JOB_0517,Data Analyst,Cloud Data Systems,Medium (201-1000),"Chicago, IL",Mid Level (3-5 years),Remote,55143.0,"Excel, Python, DAX",2024-10-02,10/02/2024
JOB_0518,Data Scientist,DataFlow Systems,Startup (1-50),"Washington, DC",Entry Level (0-2 years),On-site,102942.0,"Machine Learning, Python, Statistics, PyTorch, R, SQL, Pandas",2025-02-15,02/15/2025
JOB_0519,Data Engineer,Data Experts Ltd,Small (51-200),"Miami, FL",Senior Level (6-10 years),Hybrid,133110.0,"Python, PostgreSQL, Hadoop, Apache Spark, SQL, AWS",2024-12-30,12/30/2024
JOB_0520,Data Scientist,Data Experts Ltd,Startup (1-50),"Atlanta, GA",Lead Level (10+ years),Hybrid,224774.0,"AWS, R, Python, TensorFlow, SQL, NumPy",2025-02-02,02/02/2025
JOB_0521,Data Engineer,Analytics First,Startup (1-50),"San Francisco, CA",Lead Level (10+ years),Remote,216132.0,"Azure, Airflow, Git, Python",2025-07-20,07/20/2025
JOB_0522,Data Scientist,Digital Insights,Medium (201-1000),"Washington, DC",Senior Level (6-10 years),Remote,180458.0,"Python, Deep Learning, Statistics, NumPy, Machine Learning, Scikit-learn",2024-12-24,12/24/2024
JOB_0523,Data Analyst,Intelligence Solutions,Medium (201-1000),"Los Angeles, CA",Mid Level (3-5 years),On-site,84538.0,"Excel, SQL, Matplotlib, DAX, Pandas",2025-03-02,03/02/2025
JOB_0524,Data Scientist,Big Data Co,Medium (201-1000),"Washington, DC",Mid Level (3-5 years),Remote,126923.0,"R, TensorFlow, Scikit-learn, Python, Statistics, SQL",2025-05-20,05/20/2025
JOB_0525,Data Scientist,Data Experts Ltd,Startup (1-50),"San Diego, CA",Mid Level (3-5 years),Remote,87625.0,"SQL, NumPy, GCP, Machine Learning, Python, TensorFlow",2025-03-12,03/12/2025
JOB_0526,Data Scientist,Data Experts Ltd,Medium (201-1000),"Atlanta, GA",Senior Level (6-10 years),On-site,97253.0,"Statistics, R, Python, Power BI, TensorFlow, PyTorch, AWS",2025-05-23,05/23/2025
JOB_0527,Data Engineer,Business Intelligence Ltd,Large (1001+),"New York, NY",Mid Level (3-5 years),Hybrid,143864.0,"Kafka, Azure, SQL, Airflow, Kubernetes, Python",2024-09-27,09/27/2024
JOB_0528,Data Scientist,Information Systems Inc,Startup (1-50),"Atlanta, GA",Senior Level (6-10 years),On-site,180074.0,"Statistics, Python, SQL, TensorFlow, Jupyter",2024-10-10,10/10/2024
JOB_0529,Data Engineer,Data Driven Co,Medium (201-1000),"Washington, DC",Mid Level (3-5 years),On-site,151896.0,"Apache Spark, Kubernetes, Kafka, Python, SQL, ETL, Git",2025-07-19,07/19/2025
JOB_0530,Data Scientist,Information Analytics,Medium (201-1000),"San Francisco, CA",Lead Level (10+ years),On-site,189528.0,"Python, GCP, Machine Learning, PyTorch",2025-06-28,06/28/2025
JOB_0531,Data Analyst,Analytics Pro,Startup (1-50),"Los Angeles, CA",Lead Level (10+ years),Remote,129088.0,"SQL, R, Power BI, Excel",2025-01-31,01/31/2025
JOB_0532,Data Analyst,Business Intelligence Ltd,Large (1001+),"Boston, MA",Lead Level (10+ years),On-site,151020.0,"Matplotlib, SQL, Python, Power BI, Excel, R, Looker",2025-06-05,06/05/2025
JOB_0533,Data Engineer,Cloud Data Systems,Medium (201-1000),"New York, NY",Mid Level (3-5 years),Hybrid,110494.0,"Kafka, Kubernetes, SQL, Airflow, Apache Spark, Python, Docker, Hadoop",2025-08-02,08/02/2025
JOB_0534,Data Scientist,Data Experts Ltd,Startup (1-50),"San Francisco, CA",Entry Level (0-2 years),Remote,83711.0,"Docker, Python, R, Scikit-learn, TensorFlow, Pandas, Statistics",2025-02-28,02/28/2025
JOB_0535,Data Engineer,Data Driven Co,Small (51-200),"San Francisco, CA",Lead Level (10+ years),Remote,248514.0,"Apache Spark, SQL, Redis, Python, Kafka, Java",2025-01-01,01/01/2025
JOB_0536,Data Scientist,Data Solutions Inc,Medium (201-1000),"Seattle, WA",Entry Level (0-2 years),On-site,138055.0,"Python, R, Machine Learning, Deep Learning, Power BI, PyTorch",2025-04-09,04/09/2025
JOB_0537,Data Scientist,Analytics Partners,Large (1001+),"Seattle, WA",Mid Level (3-5 years),Hybrid,141013.0,"R, Python, Git, Deep Learning, Machine Learning, NumPy, SQL",2025-06-30,06/30/2025
JOB_0538,Data Engineer,Data Experts Ltd,Small (51-200),"Boston, MA",Senior Level (6-10 years),Remote,167542.0,"Git, Airflow, Python, Apache Spark, AWS",2025-03-23,03/23/2025
JOB_0539,Data Analyst,Insight Technologies Inc.,Small (51-200),New York NY,Entry Level 0-2 years,On-site,,"Excel, SQL, Statistics, R, Python, Pandas",2025-01-02,01/02/2025
JOB_0540,Data Analyst,Data Driven Co,Startup (1-50),"Phoenix, AZ",Lead Level (10+ years),On-site,95152.0,"Git, R, Excel, Pandas, Python, SQL, Looker",2025-01-05,01/05/2025
JOB_0541,Data Scientist,DataFlow Systems,Large (1001+),"Chicago, IL",Lead Level (10+ years),On-site,205708.0,"R, Python, Machine Learning, Pandas",2024-12-14,12/14/2024
JOB_0542,Data Scientist,Business Intelligence Ltd,Startup (1-50),"Los Angeles, CA",Mid Level (3-5 years),On-site,144713.0,"Azure, PyTorch, SQL, NumPy",2025-06-25,06/25/2025
JOB_0543,Data Scientist,Data Driven Co,Medium (201-1000),"Phoenix, AZ",Senior Level (6-10 years),On-site,114908.0,"Machine Learning, Statistics, NumPy",2024-11-13,11/13/2024
JOB_0544,Data Engineer,Business Intelligence Ltd,Large (1001+),"Denver, CO",Lead Level (10+ years),Remote,,"Python, Git, PostgreSQL",2025-01-20,01/20/2025
JOB_0545,Data Engineer,Data Driven Co,Medium (201-1000),"Seattle, WA",Entry Level (0-2 years),Remote,77337.0,"Python, Kubernetes, SQL, Hadoop, Kafka, Redis, Airflow, Azure",2025-03-21,03/21/2025
JOB_0546,Data Engineer,Analytics First,Large (1001+),"Denver, CO",Mid Level (3-5 years),On-site,110388.0,"Git, Python, Scala, GCP, Apache Spark",2025-04-21,2025-04-21
JOB_0547,Data Scientist,Data Solutions Inc,Medium (201-1000),"San Francisco, CA",Mid Level (3-5 years),On-site,152623.0,"Machine Learning, Deep Learning, R, Python, Statistics, Docker, TensorFlow",2024-09-14,09/14/2024
JOB_0548,Data Analyst,Tech Corp,Startup (1-50),"Boston, MA",Lead Level (10+ years),Hybrid,150059.0,"SQL, Matplotlib, R, Excel, Pandas, Statistics",2024-12-14,12/14/2024
JOB_0549,Data Engineer,Big Data Co,Small (51-200),"Chicago, IL",Lead Level (10+ years),On-site,168908.0,"Kafka, AWS, SQL, Linux, Hadoop, Python, GCP, Azure",2025-02-24,02/24/2025
JOB_0550,Data Scientist,DataFlow Systems,Startup (1-50),"San Diego, CA",Entry Level (0-2 years),On-site,75583.0,"Python, Statistics, PyTorch, SQL, Deep Learning, Machine Learning, R, Scikit-learn",2025-04-12,04/12/2025
JOB_0551,Data Scientist,Big Data Co,Small (51-200),"Dallas, TX",Mid Level (3-5 years),Hybrid,71974.0,"Python, R, Machine Learning, AWS, SQL",2025-03-19,03/19/2025
JOB_0552,Data Analyst,Cloud Data Systems,Startup (1-50),"San Francisco, CA",Lead Level (10+ years),Remote,166294.0,"SQL, R, Git, Google Analytics, Excel, Power BI, Matplotlib, Python",2025-06-02,06/02/2025
JOB_0553,Data Engineer,Cloud Data Systems,Small (51-200),"Phoenix, AZ",Entry Level (0-2 years),On-site,104543.0,"ETL, SQL, Python, Hadoop, Airflow, Java, GCP, Scala",2024-09-24,09/24/2024
JOB_0554,Data Scientist,Data Solutions Inc,Medium (201-1000),"Phoenix, AZ",Entry Level (0-2 years),Hybrid,91150.0,"R, SQL, Python, Deep Learning, Statistics, Machine Learning, Pandas, TensorFlow",2024-10-26,10/26/2024
JOB_0555,Data Scientist,DataFlow Systems,Medium (201-1000),"Chicago, IL",Senior Level (6-10 years),On-site,181341.0,"Python, GCP, TensorFlow",2024-11-15,11/15/2024
JOB_0556,Data Analyst,Data Experts Ltd,Large (1001+),"Boston, MA",Entry Level (0-2 years),Hybrid,78118.0,"Excel, SQL, Pandas, Power BI, Statistics, Tableau, Looker",2025-01-06,01/06/2025
JOB_0557,Data Scientist,Analytics Hub,Medium (201-1000),"Austin, TX",Senior Level (6-10 years),Hybrid,100027.0,"Python, R, Scikit-learn, Power BI",2025-05-19,05/19/2025
JOB_0558,Data Scientist,DataFlow Systems,Medium (201-1000),"Dallas, TX",Senior Level (6-10 years),On-site,157316.0,"Jupyter, NumPy, Python, R, Tableau, Pandas, SQL, Scikit-learn",2024-08-09,08/09/2024
JOB_0559,Data Analyst,Information Analytics,Small (51-200),"New York, NY",Senior Level (6-10 years),On-site,144634.0,"R, Matplotlib, Git, SQL, Power BI, Excel, Pandas, Tableau",2024-09-10,09/10/2024
JOB_0560,Data Analyst,DataFlow Systems,Small (51-200),"Atlanta, GA",Lead Level (10+ years),Hybrid,106856.0,"SPSS, SQL, Power BI, Excel, Python",2024-12-31,12/31/2024
JOB_0561,Data Engineer,Data Solutions Inc,Small (51-200),"Atlanta, GA",Entry Level (0-2 years),Remote,71015.0,"NoSQL, MongoDB, Java, Python",2024-08-25,08/25/2024
JOB_0562,Data Scientist,Data Experts Ltd Inc.,Medium (201-1000),Washington DC,Lead Level 10+ years,Remote,,"Deep Learning, Machine Learning, R, TensorFlow",2025-02-12,02/12/2025
JOB_0563,Data Analyst,Analytics Pro,Large (1001+),"Portland, OR",Lead Level (10+ years),Hybrid,116570.0,"SQL, Python, R, Seaborn, Excel",2024-09-09,09/09/2024
JOB_0564,Data Scientist,Data Solutions Inc,Medium (201-1000),"Dallas, TX",Senior Level (6-10 years),Hybrid,100225.0,"Scikit-learn, SQL, Python, TensorFlow, PyTorch, Statistics, Deep Learning, R",2024-08-29,08/29/2024
JOB_0565,Data Scientist,Big Data Co,Small (51-200),"Chicago, IL",Entry Level (0-2 years),Hybrid,68656.0,"R, Statistics, Machine Learning, Python",2025-02-22,02/22/2025
JOB_0566,Data Analyst,DataFlow Systems,Large (1001+),"Portland, OR",Mid Level (3-5 years),Hybrid,87785.0,"SQL, Statistics, R, Google Analytics, Python, Pandas, Tableau, Power BI",2024-10-02,10/02/2024
JOB_0567,Data Engineer,Big Data Co,Small (51-200),"Portland, OR",Lead Level (10+ years),Remote,194151.0,"Python, ETL, Hadoop, PostgreSQL, Kafka, NoSQL",2025-05-17,05/17/2025
JOB_0568,Data Analyst,Information Systems Inc,Medium (201-1000),"Washington, DC",Lead Level (10+ years),Hybrid,142046.0,"Statistics, PowerQuery, R, SQL, Excel",2025-01-22,01/22/2025
JOB_0569,Data Scientist,Information Analytics,Small (51-200),"San Diego, CA",Senior Level (6-10 years),Hybrid,140160.0,"R, SQL, Statistics, Machine Learning",2025-05-15,05/15/2025
JOB_0570,Data Analyst,Analytics Hub,Large (1001+),"Boston, MA",Senior Level (6-10 years),On-site,77021.0,"SQL, Python, Excel, Matplotlib, R, Seaborn, PowerQuery, Looker",2024-08-09,08/09/2024
JOB_0571,Data Scientist,Data Driven Co,Startup (1-50),"atlanta, ga",Mid Level (3-5 years),On-site,,"Python, Git, Machine Learning, SQL",2024-11-30,11/30/2024
JOB_0572,Data Analyst,DataFlow Systems,Small (51-200),"San Diego, CA",Senior Level (6-10 years),Remote,88308.0,"Power BI, DAX, SPSS, SQL, Git, Excel",2024-08-28,08/28/2024
JOB_0573,Data Scientist,Cloud Data Systems,Medium (201-1000),"Miami, FL",Mid Level (3-5 years),On-site,122402.0,"Docker, Python, Jupyter, Machine Learning, Deep Learning, R, NumPy",2024-09-25,09/25/2024
JOB_0574,Data Engineer,Data Experts Ltd,Small (51-200),"San Francisco, CA",Senior Level (6-10 years),On-site,210727.0,"SQL, Python, Scala, Airflow, Redis, AWS, ETL, GCP",2025-07-28,07/28/2025
JOB_0575,Data Engineer,Data Solutions Inc,Large (1001+),"Portland, OR",Senior Level (6-10 years),Remote,149603.0,"SQL, Python, Airflow, Kubernetes, Hadoop",2024-09-06,09/06/2024
JOB_0576,Data Scientist,Cloud Data Systems,Startup (1-50),"Miami, FL",Entry Level (0-2 years),Hybrid,59547.0,"Machine Learning, R, Deep Learning, PyTorch, Python, TensorFlow",2025-06-28,2025-06-28
JOB_0577,Data Scientist,Analytics First,Small (51-200),"Atlanta, GA",Mid Level (3-5 years),Remote,121495.0,"Python, Scikit-learn, Docker, R, PyTorch, NumPy, Tableau, Statistics",2024-09-03,09/03/2024
JOB_0578,Data Scientist,Cloud Data Systems,Large (1001+),"Washington, DC",Entry Level (0-2 years),On-site,78926.0,"Python, Machine Learning, SQL, Git",2025-02-26,02/26/2025
JOB_0579,Data Engineer,DataFlow Systems,Large (1001+),"San Diego, CA",Entry Level (0-2 years),On-site,96887.0,"SQL, ETL, AWS, Python, Docker, Scala",2024-09-21,09/21/2024
JOB_0580,Data Analyst,Data Experts Ltd,Small (51-200),"Phoenix, AZ",Mid Level (3-5 years),On-site,87442.0,"Excel, Python, Tableau, SQL, Pandas, Seaborn, R, SPSS",2025-02-27,02/27/2025
JOB_0581,Data Scientist,Cloud Data Systems,Startup (1-50),"San Diego, CA",Mid Level (3-5 years),On-site,288047.0,"Deep Learning, PyTorch, Pandas, Azure, R",2025-03-17,03/17/2025
JOB_0582,Data Engineer,AI Innovations,Medium (201-1000),"Austin, TX",Senior Level (6-10 years),On-site,107172.0,"Python, Docker, Kubernetes, Airflow, NoSQL, GCP, Hadoop, MongoDB",2025-06-09,06/09/2025
JOB_0583,Data Scientist,Information Analytics,Small (51-200),"Austin, TX",Lead Level (10+ years),On-site,138173.0,"Python, NumPy, SQL, Pandas",2024-08-31,08/31/2024
JOB_0584,Data Analyst,Big Data Co,Startup (1-50),"San Diego, CA",Entry Level (0-2 years),Remote,68467.0,"R, Python, Matplotlib, Statistics",2025-06-22,06/22/2025
JOB_0585,Data Scientist,Data Driven Co,Large (1001+),"Austin, TX",Entry Level (0-2 years),On-site,69697.0,"NumPy, Deep Learning, TensorFlow, R, Git",2024-08-20,08/20/2024
JOB_0586,Data Analyst,DataFlow Systems,Large (1001+),"Atlanta, GA",Senior Level (6-10 years),Hybrid,110793.0,"SQL, Excel, Git, Google Analytics, Power BI, Tableau, R, Looker",2024-10-20,10/20/2024
JOB_0587,Data Scientist,Business Intelligence Ltd,Small (51-200),"Miami, FL",Entry Level (0-2 years),Remote,107720.0,"Scikit-learn, R, Python, TensorFlow",2025-01-01,01/01/2025
JOB_0588,Data Engineer,Analytics Pro,Large (1001+),"Denver, CO",Entry Level (0-2 years),Hybrid,107260.0,"SQL, Hadoop, Apache Spark, NoSQL, Python, Java, GCP, Azure",2024-12-25,12/25/2024
JOB_0589,Data Analyst,Cloud Data Systems,Large (1001+),"Boston, MA",Lead Level (10+ years),Hybrid,133347.0,"Excel, Pandas, SQL",2025-08-07,08/07/2025
JOB_0590,Data Engineer,AI Innovations,Large (1001+),"San Francisco, CA",Mid Level (3-5 years),Hybrid,109210.0,"Airflow, Apache Spark, Python",2025-08-08,08/08/2025
JOB_0591,Data Engineer,Data Science Corp,Small (51-200),"Austin, TX",Lead Level (10+ years),Remote,174125.0,"Hadoop, SQL, Kafka, Java, Apache Spark, MongoDB, Python, Docker",2025-02-02,02/02/2025
JOB_0592,Data Analyst,Data Solutions Inc,Medium (201-1000),"Atlanta, GA",Senior Level (6-10 years),On-site,83362.0,"SQL, PowerQuery, Seaborn, Statistics, Excel, Pandas, Google Analytics",2024-08-24,08/24/2024
JOB_0593,Data Analyst,Analytics Pro,Large (1001+),"Los Angeles, CA",Mid Level (3-5 years),Hybrid,95994.0,"SQL, Python, Excel, Tableau, Power BI, R, SPSS",2025-07-22,07/22/2025
JOB_0594,Data Scientist,Intelligence Solutions,Medium (201-1000),"Washington, DC",Mid Level (3-5 years),Hybrid,148071.0,"Python, R, Pandas, Deep Learning, Scikit-learn, TensorFlow",2025-01-24,01/24/2025
JOB_0595,Data Engineer,Smart Analytics,Medium (201-1000),"Washington, DC",Mid Level (3-5 years),Hybrid,105727.0,"NoSQL, Python, AWS, Apache Spark, Java, GCP, Hadoop",2025-08-05,08/05/2025
JOB_0596,Data Analyst,Analytics Partners,Small (51-200),"Phoenix, AZ",Mid Level (3-5 years),On-site,84928.0,"SPSS, Seaborn, SQL, Power BI, Excel, R, PowerQuery",2024-09-12,09/12/2024
JOB_0597,Data Scientist,Tech Corp,Medium (201-1000),"Austin, TX",Mid Level (3-5 years),On-site,128065.0,"NumPy, Python, R, Machine Learning, SQL",2025-03-07,03/07/2025
JOB_0598,Data Analyst,Smart Analytics,Small (51-200),"Portland, OR",Senior Level (6-10 years),Remote,66716.0,"SQL, Excel, Git, Google Analytics",2024-10-15,10/15/2024
JOB_0599,Data Analyst,Information Analytics,Small (51-200),"Boston, MA",Mid Level (3-5 years),Remote,27808.0,"Excel, SQL, Google Analytics",2025-07-26,07/26/2025
JOB_0600,Data Scientist,Information Systems Inc,Small (51-200),"Dallas, TX",Lead Level (10+ years),On-site,130024.0,"R, Python, Scikit-learn, Pandas, Machine Learning, GCP",2025-04-17,04/17/2025
JOB_0601,Data Scientist,Business Intelligence Ltd,Large (1001+),"Los Angeles, CA",Entry Level (0-2 years),Remote,27197.0,"Pandas, SQL, Python, GCP",2025-07-18,07/18/2025
JOB_0602,Data Scientist,Analytics Hub,Small (51-200),"Denver, CO",Senior Level (6-10 years),On-site,170682.0,"Jupyter, Python, R",2025-03-04,03/04/2025
JOB_0603,Data Analyst,Information Analytics,Startup (1-50),"Austin, TX",Lead Level (10+ years),Hybrid,109943.0,"Pandas, DAX, PowerQuery, Matplotlib, Git, SQL",2024-10-03,2024-10-03
JOB_0604,Data Scientist,Data Solutions Inc,Large (1001+),"Chicago, IL",Lead Level (10+ years),Hybrid,136884.0,"R, Statistics, Python",2025-06-27,06/27/2025
JOB_0605,Data Analyst,Analytics Hub,Small (51-200),"Boston, MA",Senior Level (6-10 years),On-site,78324.0,"SQL, Excel, Python, Pandas, Statistics, Tableau, Seaborn",2025-01-06,01/06/2025
JOB_0606,Data Scientist,Analytics Pro,Startup (1-50),"Denver, CO",Lead Level (10+ years),Remote,183618.0,"R, Python, GCP, SQL, Statistics, Tableau, Machine Learning, NumPy",2025-06-04,06/04/2025
JOB_0607,Data Scientist,Digital Insights,Large (1001+),"Denver, CO",Entry Level (0-2 years),Hybrid,113838.0,"Tableau, R, Scikit-learn, Deep Learning",2025-08-08,08/08/2025
JOB_0608,Data Scientist,Big Data Co,Startup (1-50),"San Diego, CA",Mid Level (3-5 years),Remote,292704.0,"Python, Azure, AWS, Git, Statistics, Pandas",2025-08-05,08/05/2025
JOB_0609,Data Scientist,Data Science Corp,Large (1001+),"Phoenix, AZ",Mid Level (3-5 years),Remote,144120.0,"R, Statistics, Python, Scikit-learn, Docker",2024-11-04,11/04/2024
JOB_0610,Data Scientist,Digital Insights,Startup (1-50),"Seattle, WA",Mid Level (3-5 years),On-site,179703.0,"Python, R, Statistics, Scikit-learn, NumPy",2025-01-13,01/13/2025
JOB_0611,Data Scientist,Big Data Co Inc.,Small (51-200),Portland OR,Mid Level 3-5 years,Remote,,"Pandas, Python, Machine Learning, Git, SQL, Scikit-learn, R",2024-08-10,08/10/2024
JOB_0612,Data Analyst,Information Analytics,Large (1001+),"Denver, CO",Entry Level (0-2 years),Remote,61609.0,"Excel, SQL, R, Tableau, Python, Google Analytics, Matplotlib",2024-11-28,11/28/2024
JOB_0613,Data Scientist,Cloud Data Systems,Medium (201-1000),"San Francisco, CA",Entry Level (0-2 years),Hybrid,,"R, AWS, Python, GCP, PyTorch, SQL, Docker",2025-06-26,06/26/2025
JOB_0614,Data Analyst,Data Solutions Inc,Small (51-200),"Portland, OR",Senior Level (6-10 years),Remote,104536.0,"Python, SQL, PowerQuery, Excel, Statistics, Tableau, Looker",2025-07-16,07/16/2025
JOB_0615,Data Analyst,Intelligence Solutions,Small (51-200),"New York, NY",Entry Level (0-2 years),Remote,88991.0,"R, Git, SQL, Python, Excel",2025-07-19,07/19/2025
JOB_0616,Data Analyst,Data Solutions Inc,Startup (1-50),"Denver, CO",Senior Level (6-10 years),On-site,89834.0,"DAX, Excel, Google Analytics, Python, R",2025-01-21,01/21/2025
JOB_0617,Data Scientist,Data Driven Co,Large (1001+),"Dallas, TX",Entry Level (0-2 years),Remote,112322.0,"Docker, SQL, PyTorch, Pandas, R, Machine Learning, NumPy, Jupyter",2024-10-10,10/10/2024
JOB_0618,Data Engineer,AI Innovations,Startup (1-50),"Atlanta, GA",Mid Level (3-5 years),Remote,121220.0,"Kafka, Kubernetes, Azure, ETL, SQL, Python, Airflow, Docker",2025-05-28,05/28/2025
JOB_0619,Data Analyst,Intelligence Solutions,Medium (201-1000),"San Diego, CA",Senior Level (6-10 years),On-site,105844.0,"Excel, Tableau, SQL, Statistics, R, PowerQuery, Pandas",2025-05-05,05/05/2025
JOB_0620,Data Scientist,Insight Technologies,Large (1001+),"Washington, DC",Lead Level (10+ years),On-site,184206.0,"GCP, TensorFlow, Machine Learning, Docker, SQL, PyTorch, Python",2024-11-09,11/09/2024
JOB_0621,Data Analyst,Tech Corp,Large (1001+),"New York, NY",Entry Level (0-2 years),Hybrid,63587.0,"SQL, Looker, Tableau, Seaborn, Power BI, Excel, Pandas, Git",2024-10-08,10/08/2024
JOB_0622,Data Engineer,Analytics First,Medium (201-1000),"Los Angeles, CA",Entry Level (0-2 years),Hybrid,71140.0,"Scala, Hadoop, SQL, Airflow",2025-07-01,07/01/2025
JOB_0623,Data Scientist,Data Driven Co,Medium (201-1000),"Boston, MA",Entry Level (0-2 years),Hybrid,65202.0,"Docker, Python, R, Pandas, Statistics",2025-05-17,05/17/2025
JOB_0624,Data Scientist,Digital Insights,Small (51-200),"Los Angeles, CA",Entry Level (0-2 years),On-site,124397.0,"Machine Learning, Jupyter, R, Python, Scikit-learn, NumPy, Deep Learning, SQL",2025-01-29,01/29/2025
JOB_0625,Data Analyst,Data Experts Ltd,Small (51-200),"Portland, OR",Mid Level (3-5 years),Hybrid,71961.0,"Python, Tableau, SQL, Excel, R, Google Analytics, Git",2025-04-01,04/01/2025
JOB_0626,Data Analyst,Insight Technologies,Medium (201-1000),"Miami, FL",Entry Level (0-2 years),Hybrid,58192.0,"Google Analytics, Power BI, DAX, Python, SQL",2025-07-22,07/22/2025
JOB_0627,Data Scientist,Information Systems Inc,Startup (1-50),"Portland, OR",Senior Level (6-10 years),Remote,135453.0,"TensorFlow, Python, R",2024-12-30,12/30/2024
JOB_0628,Data Analyst,Analytics Partners,Large (1001+),"Dallas, TX",Mid Level (3-5 years),Remote,70203.0,"R, SQL, Python",2025-06-09,06/09/2025
JOB_0629,Data Analyst,Intelligence Solutions,Startup (1-50),"New York, NY",Senior Level (6-10 years),On-site,110866.0,"Looker, Statistics, DAX, R, SQL",2024-12-08,12/08/2024
JOB_0630,Data Analyst,Digital Insights,Startup (1-50),"Atlanta, GA",Senior Level (6-10 years),On-site,71068.0,"Tableau, R, Python, SQL",2024-08-28,2024-08-28
JOB_0631,Data Analyst,AI Innovations,Medium (201-1000),"Denver, CO",Mid Level (3-5 years),On-site,71452.0,"SQL, Matplotlib, Excel, Pandas, Tableau",2025-05-04,05/04/2025
JOB_0632,Data Scientist,AI Innovations,Startup (1-50),"Dallas, TX",Mid Level (3-5 years),On-site,138464.0,"SQL, R, AWS, Machine Learning, PyTorch, Python, Scikit-learn, TensorFlow",2025-02-23,02/23/2025
JOB_0633,Data Engineer,Analytics First,Large (1001+),"New York, NY",Entry Level (0-2 years),Remote,130212.0,"Python, Hadoop, Kubernetes, Apache Spark, Scala, Azure, SQL",2024-09-30,09/30/2024
JOB_0634,Data Analyst,AI Innovations,Medium (201-1000),"Washington, DC",Senior Level (6-10 years),Remote,89630.0,"Excel, SQL, Seaborn, R, Power BI",2024-11-15,11/15/2024
JOB_0635,Data Engineer,Business Intelligence Ltd,Small (51-200),"Portland, OR",Entry Level (0-2 years),Remote,64999.0,"Python, Hadoop, SQL",2024-12-27,12/27/2024
JOB_0636,Data Scientist,DataFlow Systems,Medium (201-1000),"San Francisco, CA",Mid Level (3-5 years),Hybrid,109554.0,"NumPy, Python, Machine Learning, SQL, Statistics",2025-01-19,01/19/2025
JOB_0637,Data Scientist,Digital Insights,Startup (1-50),"Washington, DC",Mid Level (3-5 years),On-site,147854.0,"Machine Learning, SQL, R, Python, Statistics",2025-06-18,06/18/2025
JOB_0638,Data Engineer,Big Data Co,Large (1001+),"Denver, CO",Entry Level (0-2 years),Remote,89684.0,"Linux, NoSQL, Kafka, Docker, SQL, Airflow",2024-09-22,09/22/2024
JOB_0639,Data Analyst,Information Analytics,Medium (201-1000),"Washington, DC",Lead Level (10+ years),On-site,27629.0,"Python, Statistics, SQL, Excel",2025-01-26,01/26/2025
JOB_0640,Data Engineer,Big Data Co,Large (1001+),"San Francisco, CA",Lead Level (10+ years),On-site,259489.0,"Python, Apache Spark, MongoDB, Kafka, Hadoop, SQL, ETL, GCP",2025-07-25,07/25/2025
JOB_0641,Data Analyst,Information Analytics,Medium (201-1000),"Chicago, IL",Mid Level (3-5 years),On-site,71648.0,"SQL, Looker, Excel, Pandas",2025-02-25,02/25/2025
JOB_0642,Data Scientist,Tech Corp,Startup (1-50),"Denver, CO",Lead Level (10+ years),On-site,174737.0,"Deep Learning, AWS, SQL, Python, NumPy",2024-10-05,10/05/2024
JOB_0643,Data Analyst,Information Analytics,Small (51-200),"Phoenix, AZ",Senior Level (6-10 years),Hybrid,111810.0,"Git, Tableau, PowerQuery, SQL, Excel, Python",2024-09-30,09/30/2024
JOB_0644,Data Engineer,Data Driven Co,Large (1001+),"Portland, OR",Entry Level (0-2 years),On-site,79635.0,"AWS, Airflow, SQL, Python, Apache Spark, Kafka",2025-06-07,06/07/2025
JOB_0645,Data Analyst,Analytics Pro,Medium (201-1000),"Denver, CO",Lead Level (10+ years),Remote,108255.0,"SQL, Excel, Python, SPSS, Tableau, Git, Statistics",2025-07-30,07/30/2025
